id,genre,votes
23346719,Mystery,190
23346719,Suspense,81
23346719,Thriller-Mystery Thriller,77
274400,Mystery,896
274400,Historical-Historical Fiction,195
274400,Fiction,182
274400,Historical,90
274400,Mystery-Historical Mystery,80
1977834,Fiction,163
1977834,Cultural-France,84
1977834,European Literature-French Literature,43
1977834,Literature,36
228345,Nonfiction,680
228345,History,111
228345,Crime-True Crime,105
228345,Biography,78
228345,Science,74
7831145,Romance-Paranormal Romance,793
7831145,Fantasy-Paranormal,670
7831145,Romance,669
7831145,Paranormal-Shapeshifters,282
7831145,Fantasy,278
7831145,Fantasy-Urban Fantasy,244
58893,Fantasy,1984
58893,Young Adult,756
58893,Fantasy-Magic,210
58893,Fiction,206
58893,Young Adult-Young Adult Fantasy,142
153783,Fantasy,1468
153783,Young Adult,624
153783,Fiction,161
153783,Fantasy-Magic,150
870461,Christian Fiction,132
870461,Christian,60
870461,Fiction,36
870461,Romance,32
870461,Adult Fiction,10
870461,Contemporary,7
870461,Romance-Christian Romance,7
870461,Inspirational,6
870461,Adult,5
870461,Novels,4
286136,Fiction,53
286136,Adventure,37
286136,Fantasy-Magic,29
286136,Fantasy,22
6419887,Nonfiction,732
6419887,Cultural-Africa,289
6419887,Autobiography-Memoir,264
6419887,Biography,211
6419887,Science,184
6419887,Eastern Africa-Malawi,70
6419887,Biography Memoir,69
6419887,Biography-Autobiography,52
6419887,Inspirational,45
6419887,Academic-School,36
228244,World War II-Holocaust,177
228244,Short Stories,175
228244,History,163
228244,Nonfiction,108
228244,War,91
228244,European Literature-Polish Literature,76
3004139,Fiction,174
3004139,Historical-Historical Fiction,170
3004139,Science Fiction-Time Travel,112
3004139,Fantasy,55
3004139,Historical,37
93729,Young Adult,1291
93729,Romance,470
93729,Womens Fiction-Chick Lit,349
93729,Fiction,322
93729,Contemporary,307
71869,Young Adult,423
71869,Fiction,159
71869,War,111
900682,Plays,454
900682,Classics,302
900682,Academic-School,143
900682,Fiction,113
900682,Mystery,105
900682,Drama,105
7519640,Nonfiction,633
7519640,War,370
7519640,War-Military Fiction,265
7519640,History,264
124923,Fiction,109
124923,Thriller,37
124923,Suspense,15
124923,Novels,14
2214574,Historical-Historical Fiction,560
2214574,Fantasy,453
2214574,Fiction,386
2214574,Fantasy-Mythology,169
2214574,Historical,157
4842437,Thriller,231
4842437,Mystery-Crime,30
4842437,European Literature-German Literature,29
7163862,Fantasy,649
7163862,Fantasy-Urban Fantasy,358
7163862,Fiction,300
7163862,Science Fiction,243
7163862,Mystery,153
7163862,Cultural-Africa,100
8662135,Fantasy,187
8662135,Young Adult,109
8662135,Romance,39
97860,Childrens-Picture Books,1157
97860,Childrens,372
97860,Fantasy,191
10587120,History,1349
10587120,Nonfiction,962
10587120,Biography,366
10587120,Historical,192
10587120,North American Hi...-American History,163
10587120,Military History-Civil War,149
10587120,Politics,99
10587120,Audiobook,76
10587120,Politics-Presidents,66
10587120,Crime-True Crime,47
79484,Historical-Historical Fiction,607
79484,Fiction,158
79484,Historical,122
79484,Romance,114
79484,Romance-Historical Romance,58
26936,Short Stories,202
26936,Fiction,125
26936,Literature,16
1438096,Fantasy,428
1438096,Young Adult,156
1438096,Fiction,61
1438096,Childrens,36
91760,Art,497
91760,Nonfiction,278
91760,Biography,138
91760,Autobiography-Memoir,110
621687,Fantasy,217
621687,Young Adult,153
621687,Science Fiction-Time Travel,152
621687,Historical-Historical Fiction,138
621687,Science Fiction,100
621687,Fiction,87
621687,Childrens,50
621687,Adventure,47
621687,Childrens-Middle Grade,45
621687,Historical,45
199635,Fiction,172
199635,Historical-Historical Fiction,111
199635,American-Southern,50
39097,Romance,125
39097,Romance-Historical Romance,91
39097,Fantasy-Paranormal,52
39097,Historical,45
39097,Fantasy,36
39097,Romance-Paranormal Romance,29
39097,Historical-Historical Fiction,27
25975141,Fantasy,5
25975141,Fantasy-Magic,2
1783289,Young Adult,126
1783289,Mystery,43
1783289,Womens Fiction-Chick Lit,27
1783289,Romance,24
1783289,Fiction,22
1783289,School Stories-Boarding School,21
1783289,Contemporary,19
1783289,Young Adult-Teen,18
1783289,Young Adult-High School,12
1783289,Realistic Fiction,8
5498077,Fantasy,84
5498077,Animals,45
7704979,Young Adult,82
7704979,Fantasy-Paranormal,57
7704979,Fantasy,47
7704979,Romance,40
7704979,Paranormal-Ghosts,31
7704979,Fantasy-Supernatural,17
7704979,Romance-Paranormal Romance,13
7704979,Fiction,11
7704979,Fantasy-Urban Fantasy,9
7704979,Womens Fiction-Chick Lit,7
24764,Young Adult,344
24764,Paranormal-Vampires,204
24764,Fantasy,190
24764,Fantasy-Paranormal,101
24764,Science Fiction,94
24764,Fiction,83
239065,Horror,466
239065,Fiction,164
239065,Thriller,75
239065,Science Fiction,70
239065,Fantasy,34
239065,Adventure,33
475965,Fiction,76
475965,European Literature-Polish Literature,73
475965,Cultural-Poland,17
475965,Novels,13
475965,Literature,11
7129468,Young Adult,101
7129468,Realistic Fiction,47
7129468,Womens Fiction-Chick Lit,39
7129468,Romance,32
7129468,Contemporary,31
1891296,Fantasy,288
1891296,Fantasy-Dragons,153
1891296,Young Adult,58
1891296,Fiction,44
294042,Thriller,441
294042,Fiction,317
294042,Adventure,196
294042,Mystery,116
6556261,Horror,167
6556261,Fantasy,138
6556261,Young Adult,102
6556261,Fiction,39
8685644,Young Adult,268
8685644,Fantasy-Paranormal,202
8685644,Paranormal-Ghosts,154
8685644,Fantasy,138
8685644,Historical-Historical Fiction,135
8685644,Mystery,107
15549,Fantasy,1213
15549,Fiction,123
15549,Science Fiction Fantasy,53
15549,Science Fiction,51
15549,Fantasy-Epic Fantasy,50
15549,Science Fiction-Dystopia,48
15549,Apocalyptic-Post Apocalyptic,46
15549,Fantasy-Urban Fantasy,39
15549,Science Fiction-Apocalyptic,18
15549,Adult,18
10414941,History,1896
10414941,Biography,1631
10414941,Nonfiction,1325
10414941,Cultural-Russia,422
10414941,Historical,201
10414941,Biography Memoir,154
10414941,History-Russian History,101
10414941,Audiobook,88
10414941,History-European History,57
10414941,Literature-18th Century,56
10065348,Fantasy,50
10065348,Science Fiction,19
10065348,Adventure,16
10065348,Childrens-Middle Grade,11
10065348,Fiction,10
11242368,Fantasy,150
11242368,Childrens-Middle Grade,44
11242368,Science Fiction,35
11242368,Young Adult,34
11242368,Adventure,29
11242368,Fiction,27
19286623,Romance,1000
19286623,New Adult,503
19286623,Contemporary,389
19286623,Romance-Contemporary Romance,354
19286623,Music,270
19286623,Humor,116
19286623,Adult,110
19286623,Music-Musicians,101
19286623,Adult Fiction-Erotica,99
19286623,Fiction,64
100629,Nonfiction,236
100629,Science,217
100629,Religion-Buddhism,184
100629,Philosophy,176
100629,Spirituality,158
100629,Religion,116
28978,Mystery,230
28978,Fiction,72
28978,Cultural-Italy,66
28978,Mystery-Crime,60
7943678,Young Adult,31
7943678,Fantasy-Paranormal,27
7943678,Fantasy,20
7943678,Romance,16
7943678,Paranormal-Ghosts,13
7943678,Fantasy-Supernatural,10
7943678,Fantasy-Urban Fantasy,4
7943678,Romance-Paranormal Romance,4
7943678,Womens Fiction-Chick Lit,3
7943678,Childrens,3
167302,Fiction,205
167302,Cultural-Ireland,111
167302,Historical-Historical Fiction,105
167302,European Literature-Irish Literature,60
311308,Romance,749
311308,Historical-Historical Fiction,378
311308,Romance-Historical Romance,374
311308,Historical,298
311308,Historical-Regency,227
311308,Fiction,169
311308,Historical Romance-Regency Romance,77
311308,Classics,61
311308,Historical-Georgian,30
311308,European Literature-British Literature,25
16356,Mystery,778
16356,Fiction,190
16356,Mystery-Crime,168
16356,Short Stories,149
82553,Young Adult,401
82553,Fiction,153
82553,War,108
82553,Science Fiction-Dystopia,68
82553,Cultural-Australia,55
82553,Adventure,43
82553,Action,41
82553,Science Fiction,30
82553,Young Adult-Teen,30
82553,Adventure-Survival,21
16130758,Fantasy,1206
16130758,Young Adult,301
16130758,Fantasy-Magic,257
16130758,Romance,213
13425352,Young Adult,166
13425352,Science Fiction,127
13425352,Fantasy,106
13425352,Science Fiction-Aliens,62
922119,Romance-Romantic Suspense,110
922119,Contemporary,65
922119,Romance,61
922119,Romance-Contemporary Romance,50
922119,Suspense,46
922119,Adult Fiction-Erotica,35
5350,Fiction,1135
5350,Thriller,473
5350,Mystery,402
5350,Thriller-Legal Thriller,229
294285,Nonfiction,142
294285,Horror,96
294285,Fantasy-Paranormal,68
294285,Science Fiction-Aliens,45
294285,Autobiography-Memoir,30
294285,Biography,25
294285,Biography-Autobiography,14
294285,Fantasy-Supernatural,9
294285,Pseudoscience-Conspiracy Theories,9
294285,Mystery,8
22852698,Fantasy,651
22852698,Fiction,91
22852698,Fantasy-Epic Fantasy,72
22852698,Fantasy-Dark Fantasy,54
457762,Childrens-Picture Books,929
457762,Childrens,390
457762,Fantasy,149
618924,Historical-Historical Fiction,140
618924,Historical,32
618924,Northern Africa-Egypt,29
618924,Fiction,29
13151,Mystery,454
13151,Fiction,324
13151,Thriller,235
13151,Mystery-Crime,169
402,Fiction,344
402,Novels,67
402,Literature-American,46
402,Literature,44
104216,Fiction,97
104216,American-Southern,39
104216,Historical-Historical Fiction,17
104216,Womens Fiction-Chick Lit,15
104216,Romance,14
244475,Mystery,128
244475,Fantasy-Paranormal,103
244475,Romance,59
244475,Romance-Romantic Suspense,54
244475,Fiction,53
244475,Suspense,50
244475,Thriller,47
7893,Classics,56
7893,Young Adult,42
7893,Fiction,36
7893,Historical-Historical Fiction,35
7893,Childrens,26
7893,Historical,17
878307,Fantasy,300
878307,Fiction,92
878307,Animals,58
12447,Fiction,216
12447,Classics,129
12447,Literature,29
12447,Novels,21
85993,Young Adult,829
85993,Romance,309
85993,Womens Fiction-Chick Lit,242
85993,Contemporary,210
85993,Fiction,192
226425,Nonfiction,105
226425,Biography,71
226425,Autobiography-Memoir,69
226425,Childrens,30
3942622,Romance-Paranormal Romance,326
3942622,Paranormal-Vampires,316
3942622,Fantasy-Paranormal,295
3942622,Romance,290
3942622,Fantasy,86
47241,Fantasy,493
47241,Fantasy-Urban Fantasy,174
47241,Science Fiction,92
47241,Romance,68
47241,Fantasy-Magic,51
47241,Fiction,51
47241,Fairies-Fae,36
47241,Fantasy-Paranormal,19
47241,Science Fiction Fantasy,19
47241,Science Fiction-Steampunk,13
339026,Fantasy,693
339026,Young Adult,175
339026,Adventure,100
339026,Fiction,98
339026,Childrens-Middle Grade,86
37451,Young Adult,663
37451,Womens Fiction-Chick Lit,207
37451,Fiction,166
37451,Contemporary,136
11273356,Romance,225
11273356,Science Fiction,190
11273356,Science Fiction-Aliens,166
11273356,Fantasy-Paranormal,124
11273356,Romance-Paranormal Romance,101
11273356,Adult Fiction-Erotica,83
11273356,Fantasy,71
11273356,Romance-Science Fiction Romance,71
11273356,Adult,42
11273356,Paranormal-Vampires,37
13075513,Erotica-Young Adult Young Adult Romance,443
13075513,Adult Fiction-Erotica,207
13075513,Romance,169
13075513,War-Military Fiction,89
13075513,Romance-Contemporary Romance,68
146106,Sequential Art-Comics,522
146106,Sequential Art-Graphic Novels,195
146106,Sequential Art-Bande Dessinée,107
146106,Fiction,85
146106,Adventure,70
140278,Mystery,2104
140278,Fiction,576
140278,Mystery-Crime,509
140278,Classics,302
140278,Mystery-Detective,165
137098,Womens Fiction-Chick Lit,608
137098,Romance,213
137098,Fiction,157
137098,Contemporary,60
2206960,Young Adult,120
2206960,Mystery,49
112075,Historical-Historical Fiction,227
112075,Historical,73
112075,Fiction,60
112075,Cultural-Italy,10
50725,Fiction,193
50725,Classics,140
50725,Historical-Historical Fiction,43
50725,Romance,38
50725,European Literature-British Literature,32
50725,Humor,23
50725,Novels,18
50725,Literature-20th Century,18
50725,Literature,16
50725,Historical,15
6503152,Romance-Paranormal Romance,199
6503152,Fantasy-Paranormal,186
6503152,Romance,173
6503152,Paranormal-Vampires,156
6503152,Anthologies,89
264587,Cultural-Africa,119
264587,Fiction,98
264587,Western Africa-Ghana,55
264587,Literature-African Literature,47
264587,Historical-Historical Fiction,16
1933181,Historical-Historical Fiction,1422
1933181,Historical,230
1933181,Fiction,219
1933181,English History-Tudor Period,108
1933181,European Literature-British Literature,88
13806,Fantasy,780
13806,Fiction,88
13806,Fantasy-Epic Fantasy,64
13806,Fantasy-High Fantasy,28
13806,Fantasy-Dark Fantasy,25
12700306,Fantasy-Urban Fantasy,1479
12700306,Fantasy,1388
12700306,Fiction,209
12700306,Fantasy-Paranormal,203
12700306,Fantasy-Magic,197
12700306,Fantasy-Mythology,174
17558817,New Adult,1163
17558817,Romance,951
17558817,Contemporary,393
17558817,Academic-College,216
17558817,Romance-Contemporary Romance,183
17558817,Young Adult,86
17558817,Sociology-Abuse,80
17558817,Womens Fiction-Chick Lit,48
17558817,Fiction,44
17558817,Adult,44
6572,Horror,566
6572,Fiction,101
6572,Thriller,55
6572,Mystery,44
13570639,Fantasy,165
13570639,Romance,131
13570639,Fantasy-Fairy Tales,111
13570639,Young Adult,105
13570639,Fairy Tales-Beauty and The Beast,64
13570639,Retellings,64
45234,Fiction,618
45234,Humor,289
45234,Mystery,240
45234,Thriller,191
45234,Mystery-Crime,130
6420,Mystery,1145
6420,Fiction,426
6420,Humor,333
6420,Womens Fiction-Chick Lit,270
6420,Romance,207
13012638,Fantasy,36
13012638,Science Fiction,13
13012638,Adventure,10
13012638,Young Adult,9
13012638,Fiction,9
13012638,Comics-Superheroes,9
6519314,Historical-Historical Fiction,279
6519314,Fiction,141
6519314,Romance,42
6519314,Cultural-Canada,38
6519314,Historical,33
10222362,Young Adult,435
10222362,Science Fiction,399
10222362,Science Fiction-Dystopia,130
10222362,Fantasy,89
10222362,Romance,81
10222362,Fiction,74
10222362,Thriller,58
10222362,Mystery,38
10222362,Science Fiction-Robots,35
10222362,Action,27
16707,Fiction,982
16707,Contemporary,114
16707,Novels,96
16707,Literature,85
16707,Literary Fiction,83
125432,Fiction,114
125432,Classics,101
125432,Historical-Historical Fiction,90
125432,War,56
125432,European Literature-German Literature,46
313605,Business,1383
313605,Nonfiction,683
313605,Psychology,278
313605,Self Help,245
313605,Leadership,195
313605,Language-Communication,166
313605,Business-Management,148
313605,Self Help-Personal Development,110
313605,Buisness,57
313605,Law,55
25242224,Fiction,1096
25242224,Cultural-Italy,327
25242224,Historical-Historical Fiction,211
25242224,European Literature-Italian Literature,196
25242224,Novels,122
25242224,Audiobook,118
25242224,Literary Fiction,108
25242224,Contemporary,104
25242224,Feminism,64
25242224,Womens,63
8296,Historical-Historical Fiction,671
8296,Classics,609
8296,Childrens,458
8296,Fiction,425
8296,Young Adult,296
8296,Historical,215
8296,Childrens-Middle Grade,99
8296,Childrens-Juvenile,60
8296,Family,37
8296,Childrens-Chapter Books,32
7958,Historical-Historical Fiction,420
7958,Fiction,189
7958,Religion,84
7958,Historical,49
7958,Christianity-Lds,45
7958,Biblical Fiction,44
93794,Fiction,496
93794,Thriller,487
93794,Mystery,323
93794,Spy Thriller-Espionage,185
93794,Suspense,104
943903,Fiction,5
943903,Animals,3
545875,Mystery,125
545875,Romance-Romantic Suspense,94
545875,Suspense,77
545875,Romance,75
545875,Thriller,71
545875,Fiction,53
6064646,Young Adult,203
6064646,Fantasy,131
6064646,Fantasy-Paranormal,116
6064646,Romance,99
6064646,Paranormal-Ghosts,79
149621,Fiction,204
149621,Thriller,184
149621,Adventure,69
149621,Mystery,42
149621,Action,30
11750412,Young Adult,271
11750412,Fantasy-Paranormal,239
11750412,Fantasy,180
11750412,Paranormal-Vampires,115
11750412,Fantasy-Urban Fantasy,79
11750412,Fantasy-Supernatural,68
102661,Fiction,184
102661,Cultural-Canada,136
102661,Classics,52
15815333,Fiction,2009
15815333,Contemporary,278
15815333,Literary Fiction,206
11237412,Young Adult,247
11237412,Fantasy,169
11237412,Science Fiction,162
11237412,Science Fiction-Aliens,86
11237412,Fiction,71
11237412,Short Stories,44
11237412,Fantasy-Paranormal,37
11237412,Adventure,36
11237412,Novella,24
11237412,Fantasy-Supernatural,19
127028,Fiction,351
127028,Classics,292
127028,Historical-Historical Fiction,75
177523,Philosophy,447
177523,Politics,272
177523,Nonfiction,212
177523,Classics,166
177523,History,164
13605496,Erotica-BDSM,119
13605496,Romance,68
13605496,Adult Fiction-Erotica,48
13605496,Sociology-Abuse,27
13605496,Adult,24
13605496,Romance-Contemporary Romance,17
17735,Science Fiction,366
17735,Fiction,172
22693811,Childrens-Middle Grade,148
22693811,Fiction,105
22693811,Childrens,83
22693811,Realistic Fiction,75
22693811,Audiobook,33
22693811,Childrens-Juvenile,32
22693811,Young Adult,31
22693811,Family,29
22693811,Contemporary,26
22693811,Childrens-Chapter Books,12
696703,Christian,84
696703,Christian-Christian Living,49
696703,Nonfiction,36
696703,Religion-Christianity,22
696703,Relationships,21
696703,Religion-Theology,16
696703,Religion,15
79090,Nonfiction,171
79090,Crime-True Crime,156
79090,Autobiography-Memoir,53
79090,Mystery-Crime,42
79090,Biography,27
153193,Paranormal-Vampires,574
153193,Fantasy-Paranormal,564
153193,Romance,417
153193,Romance-Paranormal Romance,356
153193,Fantasy,330
153193,Fantasy-Urban Fantasy,293
153193,Womens Fiction-Chick Lit,250
826583,Childrens-Picture Books,329
826583,Holiday-Christmas,227
826583,Childrens,164
826583,Holiday,49
826583,Animals,43
826583,Fiction,41
826583,Childrens-Storytime,20
826583,Humor,13
826583,Fantasy,13
826583,Kids,12
266599,Sequential Art-Manga,465
266599,Paranormal-Vampires,179
266599,Sequential Art-Graphic Novels,89
266599,Young Adult,79
266599,Romance,63
266599,Fantasy,57
266599,Fantasy-Paranormal,35
266599,Sequential Art-Comics,26
266599,Fantasy-Supernatural,22
266599,Fiction,17
10329483,Christian Fiction,53
10329483,Historical-Historical Fiction,42
10329483,Romance,29
10329483,Christian,27
10329483,Romance-Christian Romance,16
10329483,Fiction,13
10329483,Romance-Historical Romance,13
511528,Childrens,123
511528,Fiction,55
2917367,Fantasy,484
2917367,Fiction,41
2917367,Fantasy-Magic,18
2917367,Romance,14
782898,Historical-Historical Fiction,203
782898,Fiction,107
782898,Historical,37
782898,Romance,33
117904,Novels,73
117904,Fiction,35
117904,Literature,17
3064278,Fiction,29
3064278,Classics,28
3064278,Historical-Historical Fiction,19
3064278,Literature,17
13438524,Fiction,1786
13438524,Literary Fiction,171
13438524,Contemporary,159
13438524,Environment,151
13438524,Book Club,108
13438524,Adult Fiction,107
13438524,Novels,106
13438524,Environment-Climate Change,105
13438524,Audiobook,99
13438524,Environment-Nature,97
15710495,Erotica-BDSM,79
15710495,Romance,57
15710495,Romance-Contemporary Romance,17
15710495,Romance-Erotic Romance,8
137972,Young Adult,254
137972,Paranormal-Vampires,224
137972,Horror,123
137972,Fantasy-Paranormal,111
137972,Fantasy,110
15814479,Young Adult,66
15814479,Contemporary,31
15814479,Realistic Fiction,26
15814479,Romance,13
111831,Fiction,61
111831,Historical-Historical Fiction,42
111831,War,12
111831,Classics,9
111831,Historical,7
111831,Romance,6
836610,Sequential Art-Manga,2563
836610,Fantasy,167
836610,Romance,157
836610,Sequential Art-Graphic Novels,137
836610,Young Adult,73
1783281,Young Adult,146
1783281,Mystery,41
597040,Fantasy,898
597040,Fiction,168
597040,Humor,102
597040,Young Adult,70
597040,Childrens,42
597040,Humor-Comedy,32
597040,Adventure,29
597040,Audiobook,27
597040,Childrens-Middle Grade,20
597040,Science Fiction Fantasy,20
5137,Cultural-Africa,213
5137,Autobiography-Memoir,112
5137,Nonfiction,102
5137,Biography,82
5137,Eastern Africa-Kenya,35
901111,Religion,129
901111,Religion-Judaism,72
901111,Literature-Jewish,37
901111,Reference,32
901111,Nonfiction,21
901111,Philosophy,21
45169,Mystery,381
45169,Fiction,270
45169,Thriller,210
45169,Mystery-Crime,128
45169,Suspense,91
45169,Thriller-Mystery Thriller,69
45169,Audiobook,48
45169,Mystery-Murder Mystery,30
45169,Adult,28
45169,Mystery-Detective,27
143691,Thriller,265
143691,Mystery,130
143691,Mystery-Crime,115
143691,Fiction,66
143691,Suspense,56
18669536,New Adult,53
18669536,Romance,29
18669536,Academic-College,28
18669536,Novella,20
18669536,Romance-Contemporary Romance,16
41958,Fiction,365
41958,Romance,95
41958,Womens Fiction-Chick Lit,82
41958,Cultural-Greece,54
862108,Historical-Historical Fiction,96
862108,Fiction,51
862108,Cultural-France,27
862108,Historical,22
862108,European History-French Revolution,22
1033346,Fiction,110
1033346,Childrens,106
1033346,Adventure,101
1033346,Novels,50
2102300,European Literature-Romanian Literature,5
2102300,Poetry,3
16315,Mystery,1778
16315,Fiction,523
16315,Mystery-Crime,381
16315,Classics,284
16315,Thriller-Mystery Thriller,158
16315,Mystery-Detective,107
16315,European Literature-British Literature,86
16315,Thriller,80
16315,Audiobook,77
16315,Mystery-Murder Mystery,62
9526,Sequential Art-Graphic Novels,1253
9526,Sequential Art-Comics,514
9526,Nonfiction,251
9526,Autobiography-Memoir,243
9526,Cultural-Iran,143
9526,Feminism,126
13325079,Fiction,901
13325079,War,242
13325079,Literary Fiction,93
13325079,Contemporary,80
13325079,War-Military Fiction,62
13325079,Novels,59
13325079,Literature,58
13325079,Audiobook,49
13325079,Sports-Sports,40
13325079,Adult Fiction,39
5055,Fiction,273
5055,Historical-Historical Fiction,258
5055,Thriller,153
5055,Mystery,65
5055,Historical,51
1946,Classics,145
1946,Fiction,48
6340016,Autobiography-Memoir,741
6340016,Nonfiction,305
6340016,Biography,79
6340016,Biography Memoir,64
32430,Horror,723
32430,Fiction,266
32430,Thriller,147
1988040,Classics,87
1988040,Fiction,38
1988040,Cultural-France,35
1988040,European Literature-French Literature,31
1988040,Novels,27
107792,Romance-Historical Romance,570
107792,Romance,505
107792,Historical,276
107792,Historical-Medieval,106
107792,Historical-Historical Fiction,57
107792,Historical Romance-Medieval Romance,37
107792,Fiction,35
107792,Adult,21
107792,European Literature-British Literature,17
107792,Audiobook,11
60483,Short Stories,161
60483,Fiction,132
60483,Classics,59
60483,Writing-Essays,26
126507,Mystery,653
126507,Fiction,362
126507,Mystery-Crime,338
126507,Thriller,177
10816297,Fiction,406
10816297,Thriller,236
10816297,Spy Thriller-Espionage,96
15817326,Fantasy-Paranormal,602
15817326,Romance,346
15817326,Romance-Paranormal Romance,312
15817326,Fantasy,235
15817326,Paranormal-Vampires,185
26031279,Fantasy,306
26031279,Fantasy-Mythology,192
26031279,Young Adult,129
26031279,Childrens-Middle Grade,87
23492741,Historical-Historical Fiction,1033
23492741,Fiction,486
23492741,Historical,128
23492741,Romance,110
23492741,Art,90
23492741,Audiobook,73
23492741,Adult Fiction,53
23492741,Adult,50
23492741,Cultural-France,46
23492741,Literature-Jewish,45
4447991,Asian Literature-Turkish Literature,36
4447991,Fiction,19
4447991,Cultural-Turkish,14
4447991,Fantasy,12
4447991,Roman,10
24963,Fantasy,1877
24963,Young Adult,521
24963,Fiction,349
24963,Childrens,223
1724365,Poetry,236
1724365,Horror,184
1724365,Fiction,163
1724365,Fantasy,160
1724365,Shapeshifters-Werewolves,110
1724365,Fantasy-Urban Fantasy,64
1724365,Fantasy-Paranormal,50
7346,Fantasy,1002
7346,Fiction,196
10822,Childrens,20
10822,Fiction,19
10822,Young Adult,7
10822,Animals,5
10822,Fantasy,4
10822,Literature,3
10822,Classics,3
10822,Childrens-Chapter Books,3
10822,Family,3
10822,Childrens-Juvenile,3
6359133,Romance,43
6359133,Historical-Historical Fiction,28
6359133,Fiction,19
6359133,Romance-Historical Romance,17
6359133,Historical,13
6359133,Historical-Regency,7
6359133,Historical Romance-Regency Romance,5
6359133,Adult,4
6359133,European Literature-British Literature,3
6359133,Classics,3
2841694,Realistic Fiction,56
2841694,Childrens-Middle Grade,53
2841694,Young Adult,43
2841694,Fiction,40
2841694,Contemporary,34
175828,Mystery,644
175828,Fiction,203
175828,Thriller,94
175828,Thriller-Mystery Thriller,87
175828,Mystery-Crime,71
44236,History,215
44236,Military History-Civil War,110
44236,Nonfiction,58
44236,North American Hi...-American History,25
44236,American History-American Civil War,19
44236,War,18
44236,Audiobook,17
44236,Literature-American,17
44236,War-Military Fiction,14
44236,Military-Military History,13
2073686,Fantasy,424
2073686,Mystery,115
2073686,Fantasy-Fairy Tales,113
2073686,Childrens-Middle Grade,77
2073686,Childrens,77
2073686,Fiction,75
2073686,Young Adult,65
2073686,Adventure,50
2073686,Fantasy-Magic,48
2073686,Childrens-Juvenile,28
670686,Science Fiction,36
670686,Fantasy,15
670686,Fiction,12
670686,Adventure,12
670686,Mystery,7
670686,Childrens,6
